site_name,Latitude,Longitude
587,33.19765,-81.75231
588,33.19765,-81.75231
589,33.22404,-81.74678
590,33.22404,-81.74678
591,33.22404,-81.74678
592,33.22404,-81.74678
593,33.19765,-81.75231
594,33.19765,-81.75231
595,33.19765,-81.75231
596,33.19765,-81.75231
597,33.22404,-81.74678
598,33.22404,-81.74678
599,33.22404,-81.74678
600,33.22404,-81.74678
601,33.19765,-81.75231
602,33.19765,-81.75231
603,33.19428,-81.74154
604,33.19428,-81.74154
605,36.26525278,7.875486111
606,36.25401667,7.949605556
607,36.27968889,7.974158333
608,22.93804101,107.2638423
609,22.95073626,107.26203
610,22.9309422,107.3408111
611,22.8976029,107.3130167
612,22.51759004,106.9021268
613,22.50779038,106.9788717
614,22.95073626,107.26203
615,22.8976029,107.3130167
616,22.50779038,106.9788717
617,22.8976029,107.3130167
618,29.27322,117.62306
619,29.0466,117.8325
620,29.27322,117.62306
621,29.0466,117.8325
622,32.25527778,-64.86805556
623,32.25138889,-64.85361111
624,32.2725,-64.79694444
625,32.285,-64.77666667
626,32.2995,-64.74584
627,32.371213,-64.697126
628,32.386922,-64.673088
629,32.371213,-64.697126
630,32.323625,-64.737676
631,32.2941,-64.78518
632,32.2941,-64.78518
633,32.2941,-64.78518
634,32.2941,-64.78518
635,32.2941,-64.78518
636,32.2941,-64.78518
637,40.74734,-75.7479
638,40.7862,-75.64207
639,40.82297,-75.472
640,40.83122,-75.41179
641,31.21907333,31.91576
642,31.21907333,31.91576
643,29.72745514,31.29913829
644,29.72745514,31.29913829
645,41.057517,29.385143
646,40.127834,28.937541
647,38.571002,27.500679
648,37.01952,30.306161
649,37.730401,30.232428
650,38.151367,30.757485
651,36.642716,35.484053
652,38.2608,35.210554
653,37.169662,38.877016
654,39.698238,39.535152
655,41.244542,36.532805
656,33.28491,48.87783
657,33.48372,48.58927
658,33.9989,49.4629
659,34.54806,45.76424
660,35.5462,46.1316
661,37.4372,46.2363
662,33.3661,49.7279
663,37.0716,48.631
664,38.12456,46.2818
665,38.2473,48.298
